,Unnamed: 0,tweet_text,tweet_label,claim,tweet_date,num_hashtags,hashtag_text,has_link,polarity,subjective,pos_words,neg_words,misinfo_words,debunk_words,misinfo_hashtags,debunk_hashtags,hyperpartisan,followers,verified 
1276,1508,regions may see deaths related HIV TB amp malaria increase 10 20 amp 36 respectively 5 years due #coronavirus #COVID19 #plandemic #lockdown #lockdownextension #coronacorruption #CoronaScam #CoronaHoax #LockdownLife #secondwave,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 20, 2020 @ 04:20:03.000",10,coronavirus COVID19 plandemic lockdown lockdownextension coronacorruption CoronaScam CoronaHoax LockdownLife secondwave,TRUE,positive,TRUE,3,2,11,8,5,4,0,43,FALSE
1277,1509,@rlgerrish wonât another full scale lockdown country canât afford reason lot people necessary die leading xmas #COVIDãƒ¼19 #COVIDIOTS #CovidUK,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 27, 2020 @ 09:33:31.000",3,COVIDãƒ¼19 COVIDIOTS CovidUK,FALSE,negative,TRUE,0,3,10,10,2,2,0,96,FALSE
1278,1510,canât people sensible look people still shielding barely left home six months stupid carries vulnerable people suffer A second lockdown would disastrous many reason #COVIDIOTS #besensible everybody desperate get lockdown go pub wear mask must really looking forward second lockdown theyâre cause #COVID19 #COVIDIDIOTS,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 19, 2020 @ 17:37:29.000",4,COVIDIOTS besensible COVID19 COVIDIDIOTS,FALSE,negative,TRUE,6,5,29,23,3,2,0,634,FALSE
1279,1511,scotland cases time low masks lockdown businesses still closed #Covid19 new cases time low scotland since outbreak began 1st march 2020 mandate face masks 10th july first minister @nicolasturgeon @jasonleitch @jeanef1msp @scotgov #endthelockdown #NoMasksForKids,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 10, 2020 @ 09:00:19.000",3,Covid19 endthelockdown NoMasksForKids,TRUE,negative,TRUE,1,1,21,13,2,1,0,3897,FALSE
1280,1512,I cant anymore need complete total national lockdown order going see zombie apocalypse death tolls joke #maddow #COVIDIOTS #GOPDeathToll #TrumpResignNow #TrumpKnewAndDidNothing tough process #Maddow,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 2, 2020 @ 03:09:34.000",6,maddow COVIDIOTS GOPDeathToll TrumpResignNow TrumpKnewAndDidNothing Maddow,TRUE,negative,TRUE,2,2,10,6,1,1,0,231,FALSE
1281,1513,victoria stage 4 lockdown got far people society become selfish dont care anyone else except welcome todays world disgusting #COVID19Vic #Melbourne #melbournelockdown #Stage4 #COVIDIOTS #society #selfish #disgust,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 3, 2020 @ 03:51:37.000",8,COVID19Vic Melbourne melbournelockdown Stage4 COVIDIOTS society selfish disgust,FALSE,negative,TRUE,4,1,13,7,1,1,0,1949,FALSE
1282,1514,first I prepared quiescent aware sensitivities ill suffering âœcovidâ lockdown unfolds must fight #JudeoCapitalistAxis streetcorner loyalists shops buses amp public spaces #CoronaHoax,RELEVANT,The pandemic is a hoax,"Sep 26, 2020 @ 16:25:01.000",2,JudeoCapitalistAxis CoronaHoax,TRUE,negative,TRUE,5,3,7,7,1,0,0,1219,FALSE
1283,1515,@gert0126 @governorsoffice @governortomwolf communistic lockdown matters DOLT #SCAMDEMIC,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"May 31, 2020 @ 21:27:07.000",1,SCAMDEMIC,FALSE,positive,TRUE,1,3,1,1,1,0,0,34,FALSE
1284,1517,@toryboypierce im glad #corruptpolice problems whole #coronabollocks amp #lockdown shit made even worse bullies normally people starting realise rights amp I applaud ðÿ #KnowYourRights #KnowledgeIsPower #EndTheLockdownUK,MISINFO,The pandemic is a hoax,"May 26, 2020 @ 17:34:00.000",6,corruptpolice coronabollocks lockdown KnowYourRights KnowledgeIsPower EndTheLockdownUK,FALSE,negative,TRUE,0,4,14,8,2,1,0,65,FALSE
1285,1518,@kat_blaque I dissent chose openly brazenly flout lockdown amp safety protocol endangering amp thousands others im sad dozens even 100s hes killed andor infected #covid19 #coronavirus #covidiots,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 12, 2020 @ 14:10:15.000",3,covid19 coronavirus covidiots,FALSE,negative,TRUE,5,6,12,10,3,3,0,574,FALSE
1286,1519,#Americans races colors beginning take matters hands weâve enough crap already #Liberal mandated #WuhanVirus pandemic lockdown #AntifaTerrorists #BLM terrorists destroying looting demanding change #AllLivesMatters washington national guard DEA told move way clear path small crowd marching 16th street towards white house police visibly different attitudes today many officers smile say hi seems like got new memo #BlackLivesMatter,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 8, 2020 @ 15:28:45.000",7,Americans Liberal WuhanVirus AntifaTerrorists BLM AllLivesMatters BlackLivesMatter,TRUE,negative,TRUE,11,3,22,16,1,1,0,7354,FALSE
1287,1520,#BorisJohnson amp rest #UKGovernment possibly justify #Lockdown #BLMprotest #HYDEPARK #bbcqt #endthelockdown #endthelockdownuk #Scamdemic #Plandemic #NWO #NewWorldOrder #Globalism #Globalists thousands people #BlackLivesMatter march hyde park pandemic breaking lockdown amp social distancing rules protest horrible crime happened another country UK police absolutely nothing stop thatâs lockdown,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 4, 2020 @ 23:27:10.000",15,BorisJohnson UKGovernment Lockdown BLMprotest HYDEPARK bbcqt endthelockdown endthelockdownuk Scamdemic Plandemic NWO NewWorldOrder Globalism Globalists BlackLivesMatter,TRUE,negative,TRUE,3,3,17,15,8,1,0,1794,FALSE
1288,1521,@thesceen @mrdirkmcquickly arrest kids parents wearing masks like democrat governors dictate peoole arrested going ouside house get lockdown memo #covidscam #covidiots #notalllivesmatter,COMMENT,Masks donÕt prevent COVID-19 transmission,"Jun 25, 2020 @ 14:30:56.000",3,covidscam covidiots notalllivesmatter,FALSE,negative,TRUE,1,0,9,6,1,1,0,150,FALSE
1289,1522,barely noticed developed obsession death numbers time I guess many sadly succumbing covid also might also ordinarily succumb flu also recognised hype @latimeralder 64000 people died flu one month jan 2018 lockdown #fakePandemic #endlockdown #COVID19,RELEVANT,Covid and Influenza are the same disease.,"Jun 5, 2020 @ 19:05:13.000",3,fakePandemic endlockdown COVID19,TRUE,negative,TRUE,10,5,17,13,1,1,0,63,FALSE
1290,1523,@laurajo58 @israelusaforevr @seabrightgirl @realdonaldtrump #Lockdown #HouseArrest amp TAKING OUT OUR BUSINESSES amp JOBS OK HE HASNT DRAINED A DAMN THING #TRUMP #BETRAYED US TO FUND #NWO AGENDA finalize luciferian #Plandemic #ID2020 #GAVI #5G,MISINFO,The pandemic is a hoax,"Jul 17, 2020 @ 04:03:15.000",9,Lockdown HouseArrest TRUMP BETRAYED NWO Plandemic ID2020 GAVI 5G,TRUE,positive,TRUE,1,1,4,4,6,0,0,6001,FALSE
1291,1524,VIDEO meanwhile sweden back normal #BorisJohnson ðÿðÿ³ #BeijingBoris ðÿðÿ³ #WuhanVirus #toryshambles #Sweden ðÿðÿª #coronavirus #COVID19 #Stockholm #lockdown #torychaos,RELEVANT,The pandemic is a hoax,"Sep 9, 2020 @ 16:32:38.000",10,BorisJohnson BeijingBoris WuhanVirus toryshambles Sweden coronavirus COVID19 Stockholm lockdown torychaos,TRUE,neutral,FALSE,0,0,2,1,4,4,0,20809,FALSE
1292,1525,#SecondWave #covid19 100 days lockdown danger wasted social distancing vital facial covering vital dangerous moment letâs us hope one mark occasion easing new normal behaviour #covidiots,DEBUNK,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 5, 2020 @ 09:31:07.000",3,SecondWave covid19 covidiots,TRUE,negative,TRUE,8,4,12,13,2,3,0,1,FALSE
1293,1526,important heart condition masks put extra strain heart respiratory system keep O2 levels beating faster heavier breathing increased blood pressure wear mask damage heart @nicolasturgeon @jeanef1msp @daviehutchison @jasonleitch @drgregorsmith #wearamask #facecovering #coronavirus #lockdown #COVID19 #Masks #NoMasks #COVIDIOTS #facemasks #facecoverings #COVID__19,MISINFO,Masks donÕt prevent COVID-19 transmission,"Jul 15, 2020 @ 21:31:52.000",11,wearamask facecovering coronavirus lockdown COVID19 Masks NoMasks COVIDIOTS facemasks facecoverings COVID__19,TRUE,positive,TRUE,1,6,10,9,8,7,0,760,FALSE
1294,1527,people like would force please RT #NoNewNormal #NoMasks CONTAINS STRONG LANGUAGE justifiably I think fanos panayides melbourne currently stage 4 lockdown restrictions edited longer video #Covid19 #coronavirus #BillGates #ExposeBillGatesDay #lockdownMelbourne #scamdemic2020 #Plandemic pls RT,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 9, 2020 @ 14:40:40.000",9,NoNewNormal NoMasks Covid19 coronavirus BillGates ExposeBillGatesDay lockdownMelbourne scamdemic2020 Plandemic,TRUE,positive,TRUE,5,0,14,9,7,2,0,35,FALSE
1295,1528,@govwhitmer @realdonaldtrump I talked woman 926 allowed see special needs daughter since adult care facility michigan covid locked march 6 MONTHS AGO ðÿºðÿ³ðÿ #EndTheLockdown ðÿ yesterday I met woman special needs young adult lockdown care facility distraught missing mother swallowed whole toothbrush hopes mother could visit hospital lock downs end,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 27, 2020 @ 18:39:44.000",1,EndTheLockdown,FALSE,positive,TRUE,5,6,14,16,0,0,0,35,FALSE
1296,1529,@WHO warns #coronavirus #pandemic speeding countries ease #lockdown rulesâthe worst yet 2 comeâ #WHO #COVIDIOTS #COVID19 #CoronaPandemic #COVID19Update #CoronaVirusUpdates #COVIDWarriors #coronawarriors #pandemicchallenge #CoronavirusOutbreak,DEBUNK,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 1, 2020 @ 07:28:11.000",13,coronavirus pandemic lockdown WHO COVIDIOTS COVID19 CoronaPandemic COVID19Update CoronaVirusUpdates COVIDWarriors coronawarriors pandemicchallenge CoronavirusOutbreak,TRUE,negative,TRUE,2,3,3,4,6,13,0,170,FALSE
1297,1530,@pritipatel @metpoliceuk piss everyone seen #Plandemic #hoaxvirus END LOCKDOWN muppets ever want reelected,MISINFO,The pandemic is a hoax,"Jun 3, 2020 @ 19:57:31.000",2,Plandemic hoaxvirus,FALSE,negative,TRUE,0,1,4,3,1,0,0,43,FALSE
1298,1531,check nice scumbags people scotland moan still lockdown really want turn cretins virus still around #4thofJuly2020 #COVIDIOTS #Covid19UK,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 5, 2020 @ 00:14:31.000",3,4thofJuly2020 COVIDIOTS Covid19UK,TRUE,positive,TRUE,1,3,10,9,1,1,0,175,FALSE
1299,1532,absolutely @realdonaldtrump keep mind wanted break quarantine go work could feed kids called selfish #COVIDIOTS amp even arrested stop pretending amp admit lockdown another deep state hoax,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 7, 2020 @ 00:45:15.000",1,COVIDIOTS,TRUE,negative,TRUE,6,4,20,9,1,1,0,398,FALSE
1300,1533,bloke surpassed kevin07 bill shorten australias worst politician ever yet #victorialockdown #WuhanVirus #AuspolSoCorrupt hard see victorias COVID19 disaster anything catastrophe @danielandrewsmp government five million citizens forced home lockdown according sky news host peta credlin,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 7, 2020 @ 17:47:36.000",3,victorialockdown WuhanVirus AuspolSoCorrupt,TRUE,negative,TRUE,2,6,13,10,1,1,0,38,FALSE
1301,1534,actually cure fucking cure along #MSM @thedemocrats lying killers lied thousands died lock em #COVID19 #Hydroxychloroquine #Plandemic ðÿ REMINDER july 25 2020 62 studies confirm effectiveness hydroxychloroquine deafening silence mainstream medias unacceptable mediatic lockdown #Hydroxychloroquine #Hydroxychloroquineworks #Trump #coronavirus #COVID19 #FauciTheFraud,MISINFO,hydroxychloroquine is effective in healing and preventing COVID-19,"Jul 28, 2020 @ 04:24:29.000",10,MSM COVID19 Hydroxychloroquine Plandemic Hydroxychloroquine Hydroxychloroquineworks Trump coronavirus COVID19 FauciTheFraud,TRUE,negative,TRUE,3,5,18,9,10,6,0,559,FALSE
1302,1535,dr vernon coleman fulminates #CoronaHoax analyses true facts consequences #lockdown excellent column distrust government avoid mass media fight lies,MISINFO,The pandemic is a hoax,"Jun 7, 2020 @ 07:47:25.000",2,CoronaHoax lockdown,TRUE,negative,TRUE,3,0,8,6,2,1,0,6765,FALSE
1303,1536,stupid governor opening made mandatory wear mask public north carolina stupid governors across nation eased harsh restrictions related #CCPVirus planning start soon hereâs current #Lockdown situation state #WashingtonDC threadðÿ,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 26, 2020 @ 20:25:25.000",3,CCPVirus Lockdown WashingtonDC,TRUE,negative,TRUE,1,5,14,7,2,1,0,24,FALSE
1304,1537,really plan rockefeller foundation may 2010 tyranny book plain sight #Lockstep #Lockdown #Tyranny #Covid1984 #Plandemic #Scamdemic #NewNormal #MaskUp #Masks,MISINFO,The pandemic is a hoax,"Jun 29, 2020 @ 22:49:10.000",9,Lockstep Lockdown Tyranny Covid1984 Plandemic Scamdemic NewNormal MaskUp Masks,TRUE,neutral,FALSE,1,1,5,2,7,3,0,284,FALSE
1305,1538,pandemic happened abused engineered #FakePandemic abuse control extort jayaraj 58 picked tuticorin police june 19 allegedly woodworks shop open beyond curfew hours lockdown ever needed example pandemic used enable abuse authority,MISINFO,The pandemic is a hoax,"Jun 27, 2020 @ 06:38:49.000",1,FakePandemic,FALSE,negative,TRUE,5,4,12,8,1,0,0,251,FALSE
1306,1539,richard feynman put way âœscience culture doubtâ I would add âœscience culture debate divergence opinionsâ #lockdown #ccpvirus,RELEVANT,The pandemic is a hoax,"May 26, 2020 @ 02:58:24.000",2,lockdown ccpvirus,TRUE,neutral,FALSE,1,1,3,3,2,1,0,653,FALSE
1307,1540,enough enough stop manipulation brainwashing wake canada #BREAKING huge protest #Berlin #Germany demonstrante #Corona government refuse wear masks also distance rules #protests2020 #COVID #Covid_19 #COVIDIOTS #COVIDIOT #CoronaVirusDE #lockdown #ZweiteWelle #1agosto #1agustos,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 2, 2020 @ 20:07:23.000",14,BREAKING Berlin Germany Corona protests2020 COVID Covid_19 COVIDIOTS COVIDIOT CoronaVirusDE lockdown ZweiteWelle 1agosto 1agustos,TRUE,negative,TRUE,2,2,10,10,6,5,0,235,FALSE
1308,1541,#Pandemic #Scamdemic 12 punch lockdown riots planned chaos gonna hell till november 3 elections #TrumpTsunsmi2020 @5b20be6386164f8 I totally agree want see country burning citizens war people left smarter theyre baitedlured violencehate,MISINFO,The pandemic is a hoax,"May 30, 2020 @ 12:06:42.000",3,Pandemic Scamdemic TrumpTsunsmi2020,FALSE,negative,TRUE,2,3,15,8,1,1,0,8678,FALSE
1309,1542,GREAT AWAKENING kennedy addresses 1 million berliners end lockdown end mandatory vaccines #Covid19 #KAG #KAG2020 #MAGA2020 #Plandemic #Scamdemic #TheGreatAwakening #TheStormIsHere #Vaccine #WWG1WGA,MISINFO,The pandemic is a hoax,"Sep 1, 2020 @ 12:49:05.000",10,Covid19 KAG KAG2020 MAGA2020 Plandemic Scamdemic TheGreatAwakening TheStormIsHere Vaccine WWG1WGA,TRUE,positive,TRUE,0,0,8,3,7,3,0,8322,FALSE
1310,1543,businesses go want sheep bare consequences theyre told passing fascism onto customers I business resisted lockdown completely im losing #Plandemic #Covid19Hoax,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 9, 2020 @ 21:05:30.000",2,Plandemic Covid19Hoax,TRUE,negative,TRUE,1,2,13,4,2,0,0,633,FALSE
1311,1544,@youtube happy allow posts old men getting repeatedly punched allowed different point view coronavirus ðÿž#jaydonhayden #endthelockdownuk almost identical video one made called âœthe case lockdownsâ removed @youtube violating community guidelines apparently criticising lockdown policy verboten @youtube watch twitter follows suit,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"May 27, 2020 @ 17:08:51.000",2,jaydonhayden endthelockdownuk,FALSE,negative,TRUE,5,4,15,9,1,0,0,127,FALSE
1312,1545,know #WuhanVirus stays air 16 hours #Reinfection possible WORSE 1st infection millions americans dead vaccine available UNLESS 3 week FULL LOCKDOWN REPORT virus stable air airborne sarscov2 retains ability infect least 16 hrs hardier aerosols SARS1 MERS helps explain airborne route could major culprit wear masks distance ventilate buildings,DEBUNK,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 23, 2020 @ 03:39:32.000",2,WuhanVirus Reinfection,TRUE,negative,TRUE,8,5,19,28,1,2,0,2350,FALSE
1313,1547,ðÿ @scottmorrisonmp @scottmorrisonmp please explain say âœfree countryâ theyâre âœexpressing frustrationsâ asked #5G lockdown protestors yet #blm protestsare racist say #Australia #2020Protests,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 6, 2020 @ 07:04:42.000",4,5G blm Australia 2020Protests,FALSE,negative,TRUE,5,0,8,7,1,0,0,74,FALSE
1314,1548,im convinced ive forgotten tell time #COVIDIOTS #COVID19 #lockdown #BadPoetryWeLove apologies shel silverstein,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 28, 2020 @ 15:00:01.000",4,COVIDIOTS COVID19 lockdown BadPoetryWeLove,TRUE,positive,TRUE,2,1,3,3,3,3,0,7,FALSE
1315,1549,@bhekisisa_mg hard lockdown longer sustainableâïreallyðÿ³ hue n cry wid prof gray @drzwelimkhize really #CoronaVirus phase go #FlipFlop phase #ZeroInformation #ZeroDirection #ZeroPlanning @WHO identified #Covid19Symptoms #Changes impoverished,RELEVANT,The pandemic is a hoax,"May 26, 2020 @ 02:48:26.000",7,CoronaVirus FlipFlop ZeroInformation ZeroDirection ZeroPlanning Covid19Symptoms Changes,FALSE,negative,TRUE,2,3,4,4,1,1,0,114,FALSE
1316,1550,@premierleague farce disinfecting ball play 10 secs amp see scenes outside anfield fuck pubs open 9 days gov cant keep rules amp every thick fucker UK bournemouth today lockdown seems #COVIDIOTS,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 25, 2020 @ 23:21:22.000",1,COVIDIOTS,FALSE,negative,TRUE,5,1,13,8,1,1,0,243,FALSE
1317,1551,@shekhargupta @abantika77 politicians specially opposition seriously idiots lockdown implemented understand way virus spreads create infrastructure educate public lot one cannot lockdown ever live #ChineseVirus #WuhanVirus even vaccine ready,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 20, 2020 @ 17:26:27.000",2,ChineseVirus WuhanVirus,FALSE,positive,TRUE,2,3,15,14,2,1,0,200,FALSE
1318,1552,@10downingstreet @tomhfh chris whitty said majority people get disease without knowing mildly dont even need visit doctor NHS plenty capacity time lift lockdown usual winter respiratory infections appear #endthelockdown,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 2, 2020 @ 08:09:07.000",1,endthelockdown,FALSE,neutral,FALSE,5,6,14,13,1,0,0,23,FALSE
1319,1554,@support92304745 @leahsmith2020 @govtimwalz @govevers corona virus doesnt spread gatherings I support via @youtube #RyanLong #CoronavirusUSA #COVIDIOT #protests2020 #riots2020 #lockdown #CoronaHoax #covidFraud #protest #Riots #FireFauciNow #FireFauci #FakeNews #FakeNewsMedia #FakePandemic,MISINFO,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 24, 2020 @ 23:24:06.000",15,RyanLong CoronavirusUSA COVIDIOT protests2020 riots2020 lockdown CoronaHoax covidFraud protest Riots FireFauciNow FireFauci FakeNews FakeNewsMedia FakePandemic,TRUE,negative,TRUE,0,0,6,5,4,3,0,554,FALSE
1320,1555,@enduklockdown1 chance getting run double decker bus lockdown ðÿ #SCAMDEMIC #gettingboringnow #biggerthingshappening #WWG1GWA #wakeupsheep,MISINFO,The pandemic is a hoax,"Jul 13, 2020 @ 18:17:55.000",5,SCAMDEMIC gettingboringnow biggerthingshappening WWG1GWA wakeupsheep,FALSE,positive,TRUE,1,0,6,2,2,0,0,65,FALSE
1321,1556,@officialfbop demand immediate end complete lockdown imposed inside jails prisons across country form torture WE WILL NOT ALLOW IT #EndTheLockdown #PrisonsKill #FTP #BLMBehindBars #AllEyesOnBOP,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jun 10, 2020 @ 03:17:12.000",5,EndTheLockdown PrisonsKill FTP BLMBehindBars AllEyesOnBOP,FALSE,negative,TRUE,2,4,6,3,0,0,0,2,FALSE
1322,1557,@ogbeniayoola @fisayosoyombo @adejumokabir2 @fotonugget @iam_alfred1 @olatemi2018 @sarmerdk2 @olatorera__ @sirmoen1 @toyib_alarape #coronavirus #COVID19 #StayAtHome #lockdown #Lagos #Italy #Spain #Nigeria #Ghana #US #UK #5GRadiationScare #5GRollout #CellularTerrorism #WorldHealthDay #SingleLadiesChallenge #BackViewChallenge #BuhariResign #5G #PastorChris #LoveworldNext #iStandWithPastorchris readðÿðÿðÿ,MISINFO,coronavirus caused by 5G.,"Jun 21, 2020 @ 14:13:44.000",22,coronavirus COVID19 StayAtHome lockdown Lagos Italy Spain Nigeria Ghana US UK 5GRadiationScare 5GRollout CellularTerrorism WorldHealthDay SingleLadiesChallenge BackViewChallenge BuhariResign 5G PastorChris LoveworldNext iStandWithPastorchris,FALSE,neutral,FALSE,0,0,0,0,5,3,0,216,FALSE
1323,1558,@bulletlaser @getongab havent figured #Plandemic hoax #Lockdown con yet,MISINFO,The pandemic is a hoax,"Jun 3, 2020 @ 18:15:37.000",2,Plandemic Lockdown,TRUE,positive,TRUE,1,1,2,1,2,0,0,2003,FALSE
1324,1559,short control hoax wake getting angry CONTAINS STRONG LANGUAGE justifiably I think fanos panayides melbourne currently stage 4 lockdown restrictions edited longer video #Covid19 #coronavirus #BillGates #ExposeBillGatesDay #lockdownMelbourne #scamdemic2020 #Plandemic pls RT,MISINFO,The pandemic is a hoax,"Aug 9, 2020 @ 14:26:29.000",7,Covid19 coronavirus BillGates ExposeBillGatesDay lockdownMelbourne scamdemic2020 Plandemic,TRUE,positive,TRUE,4,2,12,5,5,2,0,4551,FALSE
1325,1560,@rachchippendale @10downingstreet people like form conscience one many consequences unlawful lockdowns #Scamdemic shame hey @nicolasturgeon hope like pic mum killed today A victim barbaric lockdown hearing fro also north ayrshire CMHT incompetent dismissive iâm coming #hernamewasyvonne,COMMENT,The pandemic is a hoax,"Jun 19, 2020 @ 13:16:31.000",2,Scamdemic hernamewasyvonne,TRUE,negative,TRUE,8,6,13,10,1,1,0,3963,FALSE
1326,1561,rajiv bajaj mega stimulus package lockdown indiatoday #MigrantWorkersOnTheRoad #MigrantsLivesMatter #MigrantWorkers #AtmaNirbhar #MODI #MigrantsOnTheRoad #PMCares #India #CoronaVirus #COVID19 #CoronaVirusTruth #CoronaVillains @indiatoday,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"May 30, 2020 @ 03:30:07.000",12,MigrantWorkersOnTheRoad MigrantsLivesMatter MigrantWorkers AtmaNirbhar MODI MigrantsOnTheRoad PMCares India CoronaVirus COVID19 CoronaVirusTruth CoronaVillains,TRUE,neutral,FALSE,0,0,1,1,3,2,0,36,FALSE
1327,1562,never knew ontarioâs provincial flag looked like iâve also never seen upsidedown canadian flag A small crowd returned queens park today protest lockdown ðÿ¹ @hectoravasquez #Toronto #Ontario #QueensPark #EndTheLockdown #ONpoli #TOpoli,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"May 30, 2020 @ 17:24:43.000",6,Toronto Ontario QueensPark EndTheLockdown ONpoli TOpoli,TRUE,positive,TRUE,2,2,10,8,0,2,0,2841,TRUE
1328,1563,people ontario habe allowed put lockdown ruled communists lied #Scamdemic weak deserve coming want shackled um ya ontario canada still living lockdown cant go playground cant eat restaurant cant get haircut gatherings 5 people everyone wearing mask oh youre BLM protest social distance,COMMENT,The pandemic is a hoax,"Jun 3, 2020 @ 04:31:43.000",1,Scamdemic,TRUE,negative,TRUE,4,3,24,16,1,1,0,285,FALSE
1329,1564,@dma4him @yogagenie NOT trust fauci #covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #spanishflu #influenza #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #virus #usconstitution #ObamaGate,MISINFO,The pandemic is a hoax,"May 29, 2020 @ 01:47:00.000",23,covid19 coronavirus vaccines billgates who cdc nih lockdown thetruthaboutvaccines vaxxer spanishflu influenza flu hcq hydroxychlorquine qanon maga kag scamdemic pandemic virus usconstitution ObamaGate,TRUE,negative,TRUE,0,1,2,1,10,6,0,349,FALSE
1330,1565,#FakeNews #Leftists #Democrats #Censorship #CCPvirus leaked emails PROVE democrats covered low covid numbers could undermined lockdown join conversation @clouthub,MISINFO,The pandemic is a hoax,"Sep 17, 2020 @ 19:25:32.000",5,FakeNews Leftists Democrats Censorship CCPvirus,TRUE,negative,TRUE,0,0,6,2,3,1,0,784,FALSE
1331,1566,@diprjk lets wait death toll rise think lockdown #COVIDIOTS,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Jul 12, 2020 @ 12:14:51.000",1,COVIDIOTS,FALSE,negative,TRUE,1,0,5,3,1,1,0,0,FALSE
1332,1567,check language folks giving #COVIDIOTS hope tonights @itvborderrb late news @nicola sturgeon defends new #lockdown quarantine rules shes accused top #COVID19 #pandemic,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 2, 2020 @ 22:38:05.000",4,COVIDIOTS lockdown COVID19 pandemic,TRUE,positive,TRUE,3,2,6,7,4,4,0,3332,FALSE
1333,1568,THE LONDON MEDIA working humanity destroy children #breaking #uknews #london #brexit #talkradio #vaccines #coronavirus #lockdown #5G #news #realnews #msm #ww3 #premierleague #pubs #masks #civilservants,MISINFO,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 24, 2020 @ 08:06:37.000",17,breaking uknews london brexit talkradio vaccines coronavirus lockdown 5G news realnews msm ww3 premierleague pubs masks civilservants,FALSE,negative,TRUE,1,1,4,1,7,4,0,378,FALSE
1334,1569,ultimate need hour china spreading #ChineseVirus whole world including india close countries #lockdown whole world dependent china ðÿ whole world #BoycottChinese united basis exposed hidden agenda sonam wangchuk speaks,MISINFO,Coronavirus is a bioweapon leaked from a Wuhan lab.,"May 31, 2020 @ 12:52:08.000",3,ChineseVirus lockdown BoycottChinese,TRUE,positive,TRUE,2,2,17,10,2,1,0,338,FALSE
1335,1570,@mez1475 yes melissa joan hart 14 #coronavirus #lockdown #LOCKDOWNHOUSEPARTY #COVIDIOTS us FREE #Medical #Treatment offer nocost advice email problem question newtotalhealth@gmailcom EVERYTHING #Infertility #Cancer#Prevention #Periods #Depression,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 1, 2020 @ 10:42:15.000",11,coronavirus lockdown LOCKDOWNHOUSEPARTY COVIDIOTS Medical Treatment Infertility Cancer Prevention Periods Depression,TRUE,positive,TRUE,2,2,3,4,3,3,0,55,FALSE
1336,1571,millions thousands people marched berlin germany global #Covid #Lockdown #CabalTakeDown #MSMIsTheEnemyOfThePeople #MSM #Covid_19 #ChinaLiedPeopleDied #COVID1984,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 3, 2020 @ 13:27:40.000",8,Covid Lockdown CabalTakeDown MSMIsTheEnemyOfThePeople MSM Covid_19 ChinaLiedPeopleDied COVID1984,TRUE,neutral,FALSE,0,1,4,2,5,2,0,239,FALSE
